X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,Y
1,6,4,0.14,4,3,1.00,c,a,1.00,a,-11,b,b,1,c,1,yes,1
0,6,1,0.24,2,3,0.67,c,a,0.33,a,41,c,b,1,d,1,yes,1
2,18,3,0.13,3,3,1.00,b,b,1.00,d,17,c,c,1,c,1,yes,2
0,0,3,0.10,2,2,1.00,c,a,0.00,a,0,c,b,1,c,1,yes,1
0,-3,3,0.06,1,5,1.00,c,a,1.00,d,12,a,c,1,c,2,yes,1
1,-6,3,0.03,3,1,1.00,b,a,0.67,b,-11,c,b,1,c,1,yes,2
3,-8,3,0.05,3,5,0.00,b,a,1.00,d,15,c,c,1,b,2,yes,2
1,3,3,0.17,5,2,1.00,b,a,0.33,c,-4,a,b,1,c,1,yes,1
1,6,4,0.19,2,3,0.00,b,c,1.00,c,-11,a,a,1,c,1,no,1
0,0,2,0.09,2,4,1.00,b,a,0.00,a,-11,c,b,1,c,1,yes,2
2,30,5,0.66,1,3,0.33,c,a,0.33,c,15,a,b,1,d,1,yes,1
2,42,2,0.49,1,3,0.33,c,a,0.33,d,-6,c,c,1,d,1,yes,1
1,-12,1,0.19,2,3,0.00,c,a,0.67,a,4,c,a,3,c,2,yes,1
2,12,3,0.18,3,3,0.33,b,b,1.00,c,-12,c,a,1,c,1,yes,2
0,-6,3,0.02,2,3,1.00,a,a,0.33,a,16,c,b,1,b,1,yes,1
2,3,1,0.19,2,4,0.33,c,a,0.67,b,-6,c,b,2,c,1,yes,1
0,0,1,0.07,2,3,0.67,c,a,0.33,b,-1,a,b,2,c,1,yes,2
0,30,3,0.20,1,3,1.00,a,a,0.33,a,5,a,b,1,c,1,yes,2
1,-6,3,0.09,2,2,1.00,b,a,0.00,c,-11,c,a,1,c,1,yes,1
1,0,3,0.13,2,3,1.00,c,a,1.00,d,32,c,c,2,c,1,yes,2
0,-3,3,0.10,1,5,1.00,c,a,0.33,c,2,c,b,1,c,1,yes,1
3,-12,3,0.10,2,3,0.33,c,a,0.33,a,8,c,b,1,c,1,yes,1
2,-9,4,0.07,3,4,0.33,c,a,0.67,d,-4,c,b,1,c,1,yes,2
0,24,1,0.21,4,3,1.00,c,a,1.00,a,3,c,b,2,c,1,yes,1
0,-9,3,0.20,1,5,0.00,c,a,1.00,a,31,c,b,1,b,1,yes,1
1,6,3,0.19,2,3,0.33,b,a,1.00,c,-5,c,b,1,c,1,yes,1
1,0,4,0.07,2,3,1.00,c,a,0.67,c,11,a,b,1,c,1,yes,2
2,-3,3,0.07,1,2,1.00,c,a,0.00,b,-10,c,b,1,c,1,yes,1
0,-9,3,0.10,2,2,0.33,b,b,0.33,c,-14,c,a,2,c,1,yes,2
2,6,3,0.06,2,2,0.67,b,a,1.00,c,-8,c,b,1,b,1,yes,2
0,-6,3,0.06,2,5,1.00,c,a,1.00,b,14,a,b,3,c,2,yes,1
0,6,3,0.06,4,4,1.00,c,a,0.00,c,-5,c,b,1,c,1,yes,1
0,42,2,0.85,2,4,0.33,c,a,1.00,c,-12,c,b,2,c,1,yes,1
0,-6,3,0.07,2,2,1.00,b,a,0.67,c,1,c,b,1,c,2,yes,1
1,24,2,0.23,2,4,0.67,c,a,0.33,b,-7,a,b,2,c,2,yes,2
1,0,3,0.03,2,1,1.00,b,a,0.00,a,-6,c,b,1,a,1,yes,2
2,-3,3,0.06,2,5,1.00,c,a,1.00,c,5,c,b,2,b,1,yes,1
0,-3,3,0.24,3,3,0.67,c,a,0.33,b,7,c,b,1,d,1,yes,2
0,6,1,0.09,2,4,1.00,d,c,0.33,c,0,c,b,2,c,1,yes,1
1,0,1,0.09,2,4,1.00,d,a,0.00,b,-1,c,b,2,d,1,yes,1
0,18,2,0.43,1,2,1.00,c,a,1.00,c,-6,c,a,2,c,1,yes,2
1,12,5,0.24,2,3,0.33,a,c,0.33,a,-1,c,b,2,c,1,yes,1
0,-6,3,0.06,4,3,0.33,b,a,0.33,b,-7,c,b,1,c,1,yes,2
3,6,3,0.04,2,4,1.00,c,a,0.67,d,5,a,c,1,c,2,yes,2
1,-6,3,0.02,2,3,1.00,c,a,1.00,c,7,c,a,1,b,2,yes,2
1,30,3,0.40,2,4,1.00,c,a,0.00,d,17,c,c,1,d,1,yes,1
2,-6,3,0.09,2,3,1.00,c,a,0.33,b,4,c,b,1,b,1,yes,2
1,6,3,0.11,2,5,1.00,c,b,0.00,a,12,c,b,1,c,1,yes,2
2,18,2,0.43,3,5,0.33,c,a,1.00,c,9,c,b,4,d,1,yes,2
0,6,1,0.12,2,4,1.00,c,a,0.67,c,2,c,b,2,c,1,yes,1
1,-4,3,0.20,2,1,0.00,c,a,1.00,d,-11,c,c,1,c,1,yes,1
2,-6,3,0.04,2,5,1.00,c,a,1.00,c,8,a,b,1,b,2,yes,2
0,30,3,0.55,1,4,1.00,c,a,0.67,c,4,b,b,1,c,1,yes,1
2,12,5,0.22,2,3,0.33,b,a,0.00,c,-5,c,b,2,c,1,yes,1
2,0,1,0.34,2,5,0.33,c,a,0.00,d,8,c,b,1,c,1,yes,1
3,-6,3,0.06,2,3,0.67,d,a,1.00,a,-10,c,a,1,c,1,yes,1
1,-6,3,0.04,1,3,1.00,d,a,0.33,c,-10,c,b,1,c,1,yes,2
0,3,3,0.11,2,5,1.00,c,a,0.33,a,17,c,b,2,c,1,yes,1
2,-12,2,0.04,2,3,1.00,c,a,0.00,b,2,b,b,2,d,1,yes,1
3,-12,1,0.04,2,3,0.33,b,a,1.00,b,17,c,b,1,b,1,yes,1
0,6,1,0.33,2,1,1.00,c,b,0.33,d,-6,a,b,2,d,1,yes,1
2,12,4,0.18,5,3,1.00,c,a,0.33,c,1,b,b,1,c,2,yes,1
0,30,4,0.18,2,3,0.00,b,a,0.00,a,-6,b,b,1,c,1,yes,1
1,-6,1,0.25,2,5,0.67,c,b,1.00,b,10,c,a,2,c,1,yes,2
3,12,1,0.15,2,5,1.00,c,a,1.00,b,14,c,b,1,c,1,yes,1
0,6,1,0.21,3,3,0.67,c,a,0.67,b,-6,c,b,2,b,1,yes,1
0,18,3,0.30,3,4,0.33,c,a,0.33,c,-2,c,b,2,c,1,yes,1
0,42,3,0.56,2,5,0.33,c,a,1.00,b,9,c,b,1,d,1,yes,1
0,-12,1,0.10,4,3,0.00,d,a,0.33,c,-9,c,b,1,c,1,yes,1
0,3,2,0.13,4,2,1.00,c,a,0.33,a,8,a,b,1,b,2,yes,2
0,12,1,0.24,2,4,1.00,b,a,1.00,c,-7,c,a,1,d,1,yes,1
0,6,1,0.27,2,5,1.00,c,a,1.00,c,0,c,b,1,c,1,yes,1
2,54,3,0.29,3,3,0.33,d,a,0.33,c,-9,c,b,1,c,1,yes,2
1,6,3,0.12,2,5,1.00,c,a,1.00,a,31,a,a,1,b,1,yes,1
0,0,3,0.07,2,2,0.67,b,a,0.00,a,-7,c,b,1,c,1,yes,1
0,-12,3,0.07,2,2,0.00,b,a,0.33,d,23,c,b,1,c,1,yes,1
0,-6,3,0.11,1,3,1.00,c,a,1.00,d,4,c,c,1,c,1,yes,1
0,-3,2,0.07,2,3,1.00,d,a,0.67,a,0,a,b,2,c,1,yes,1
0,6,1,0.27,2,2,0.67,d,a,0.67,d,14,c,c,3,c,1,yes,1
2,18,2,0.53,3,4,0.00,c,a,1.00,b,-2,c,b,2,b,2,yes,1
0,42,3,0.35,1,3,1.00,c,a,1.00,d,1,c,c,1,c,2,yes,1
3,-8,1,0.06,1,4,1.00,c,a,0.33,b,-6,c,b,2,c,1,yes,1
2,18,2,0.14,3,5,1.00,c,a,0.67,d,-3,c,c,1,c,1,yes,1
0,-9,3,0.14,3,5,0.67,c,b,1.00,c,2,c,b,1,c,1,yes,1
1,-6,3,0.19,5,3,0.00,c,a,0.67,b,-2,c,b,1,c,2,yes,1
1,-3,1,0.04,2,3,0.33,a,a,0.67,b,-8,c,b,2,c,1,yes,1
2,-3,3,0.13,3,3,0.67,b,a,0.33,a,-8,c,b,1,b,1,yes,1
2,6,3,0.15,3,2,0.33,c,a,0.00,c,-4,c,b,1,c,1,yes,1
1,-12,1,0.25,1,2,0.00,c,a,0.67,a,11,c,b,2,b,2,yes,1
0,6,3,0.11,2,4,1.00,c,a,0.33,c,-5,c,b,1,c,1,yes,1
0,-12,3,0.05,4,3,0.33,c,a,1.00,b,17,c,a,1,c,1,yes,1
2,-6,3,0.05,2,4,1.00,c,c,0.67,a,-4,c,b,2,c,1,no,1
0,-6,1,0.04,2,1,0.00,b,a,0.33,b,5,c,b,1,a,1,yes,1
0,0,1,0.09,2,3,1.00,c,a,0.33,c,-9,c,b,2,c,1,yes,1
3,-3,3,0.09,2,5,1.00,c,a,1.00,c,7,c,a,1,d,1,yes,1
0,-6,3,0.05,4,3,1.00,b,a,1.00,c,-4,c,a,1,b,1,yes,2
1,30,1,0.33,2,5,1.00,c,a,1.00,d,13,c,c,2,c,1,yes,2
3,6,3,0.06,3,5,1.00,b,a,0.33,d,14,c,c,1,c,1,yes,1
2,12,2,0.12,3,5,1.00,c,a,0.33,b,8,b,b,2,c,1,yes,1
2,9,3,0.13,2,2,1.00,b,a,0.00,b,-1,c,b,1,c,2,yes,1
0,-3,3,0.28,4,5,0.00,b,a,1.00,d,2,c,c,1,c,1,yes,1
2,30,3,0.35,3,4,0.67,c,a,0.33,b,-9,c,b,1,c,1,yes,2
2,-6,5,0.15,2,2,1.00,b,a,0.67,b,-8,c,a,2,c,1,yes,2
2,-9,3,0.05,2,5,1.00,b,a,1.00,a,-8,c,b,1,c,1,yes,1
2,-9,3,0.10,2,3,0.33,c,a,0.33,a,4,c,b,1,b,2,yes,1
0,0,1,0.02,2,5,1.00,c,a,0.67,b,-1,a,b,2,d,1,yes,1
1,-12,4,0.05,2,5,1.00,b,a,1.00,d,2,c,c,1,c,1,yes,2
0,3,3,0.12,1,5,1.00,c,a,1.00,a,13,c,b,1,d,1,yes,1
1,-9,1,0.05,2,3,1.00,c,a,1.00,a,-8,c,b,2,b,1,yes,1
2,42,3,0.76,2,4,1.00,c,a,0.33,d,-6,c,b,1,d,1,yes,2
0,12,1,0.40,1,5,0.00,c,a,1.00,c,30,c,b,2,c,1,yes,1
0,12,1,0.16,1,5,0.67,c,a,0.33,c,7,c,b,2,c,2,yes,1
0,0,3,0.07,2,3,1.00,c,a,0.33,d,-1,c,c,1,d,1,yes,1
3,6,1,0.16,1,3,0.67,c,a,0.33,c,-2,c,b,2,c,1,yes,1
2,2,5,0.32,3,5,0.67,d,a,1.00,c,-2,a,b,2,c,1,yes,1
3,-9,5,0.06,2,2,1.00,c,a,0.33,c,1,c,b,2,d,1,yes,2
2,-12,4,0.01,5,2,1.00,b,a,0.33,b,-9,a,a,1,c,2,yes,2
1,-6,3,0.05,2,3,1.00,b,a,0.33,a,-9,c,b,1,b,1,yes,2
2,-9,3,0.03,4,3,1.00,b,a,0.67,a,33,c,b,1,b,1,yes,1
0,9,3,0.13,2,3,0.67,b,a,0.67,a,-12,c,a,1,c,1,yes,2
0,-12,1,0.00,5,3,0.33,b,a,0.33,a,8,a,b,2,b,1,yes,1
0,-3,1,0.06,4,3,0.33,d,a,0.33,b,14,c,b,2,b,1,yes,1
1,0,3,0.09,2,3,1.00,b,a,1.00,c,-8,a,a,2,c,1,yes,2
2,30,4,0.34,2,5,1.00,b,a,0.67,d,26,c,a,1,c,1,yes,2
3,6,1,0.06,5,3,0.33,a,a,1.00,a,3,c,b,2,c,1,yes,1
2,6,2,0.34,2,2,0.00,c,a,0.33,c,0,c,b,1,c,1,yes,1
1,6,3,0.10,2,3,0.33,c,a,1.00,a,-12,c,a,1,b,2,yes,2
2,-10,3,0.03,2,4,1.00,b,c,0.33,a,11,c,b,1,b,1,yes,1
0,6,3,0.13,5,3,0.33,b,a,1.00,c,-5,c,a,1,c,1,yes,1
0,-14,1,0.17,2,4,0.00,b,a,0.00,a,4,c,b,1,c,2,yes,1
2,18,4,0.21,1,2,0.67,b,a,0.33,d,-4,a,b,1,a,1,yes,1
2,6,3,0.62,2,3,0.00,b,a,1.00,c,-10,c,a,2,d,1,yes,2
1,0,3,0.23,3,3,0.67,c,a,1.00,c,2,c,b,1,b,2,yes,1
0,-12,1,0.36,2,4,0.00,c,a,0.67,d,12,c,b,2,d,2,yes,1
2,12,5,0.22,3,3,1.00,b,a,1.00,c,-7,c,a,2,b,1,yes,2
1,6,4,0.11,3,4,0.33,c,a,0.67,c,-1,a,b,1,c,1,yes,1
2,-8,4,0.04,2,3,1.00,c,a,1.00,a,-6,b,b,1,b,1,yes,1
0,3,3,0.16,1,5,1.00,c,a,0.67,b,8,c,b,1,c,1,yes,1
1,6,4,0.12,4,3,1.00,c,a,1.00,a,-11,b,b,1,c,1,yes,1
1,21,1,0.77,1,4,1.00,c,a,1.00,b,-3,c,b,2,d,1,yes,1
1,-5,1,0.09,2,2,0.67,c,a,0.00,b,-5,a,b,2,b,1,yes,1
1,-3,3,0.12,2,1,0.00,b,a,1.00,c,-10,c,a,1,c,1,yes,1
1,-6,3,0.06,2,2,0.67,b,a,0.00,a,4,c,b,1,b,1,yes,2
0,3,3,0.28,1,3,0.00,c,a,0.67,c,-7,c,b,1,c,1,yes,1
0,-3,3,0.15,2,4,0.33,c,a,0.33,c,0,c,b,1,c,1,yes,1
1,-12,3,0.01,2,5,0.33,b,a,0.00,b,16,a,b,1,c,1,yes,1
1,0,3,0.04,2,2,0.00,b,a,0.33,c,-10,c,b,1,b,1,yes,2
2,-6,3,0.03,3,4,0.33,b,a,1.00,a,-10,c,a,1,b,1,yes,1
0,12,1,0.30,2,4,1.00,b,a,0.33,c,-8,c,b,2,c,1,yes,1
0,-6,2,0.07,5,5,1.00,c,a,1.00,d,22,c,c,2,c,2,yes,2
1,6,3,0.06,1,4,1.00,b,a,1.00,d,-1,c,a,1,c,1,yes,2
3,-12,1,0.06,2,3,0.00,c,a,0.00,a,41,c,b,3,a,2,no,1
3,-3,1,0.06,1,3,0.67,c,a,1.00,d,6,c,c,2,c,1,yes,2
0,6,3,0.06,2,3,0.33,c,c,0.33,a,-2,c,b,1,c,1,yes,1
1,-6,1,0.02,2,5,1.00,c,a,0.67,b,2,c,b,2,c,1,yes,2
0,-3,1,0.26,1,5,0.00,b,a,1.00,c,26,c,b,1,c,1,yes,1
1,0,1,0.10,2,3,1.00,b,a,1.00,a,-9,c,a,2,c,1,yes,2
1,-6,3,0.11,2,3,1.00,c,a,0.67,b,-9,c,b,1,b,1,yes,1
0,3,1,0.68,1,5,1.00,c,a,1.00,d,-3,c,c,1,d,1,yes,2
0,6,1,0.12,3,4,1.00,d,a,0.67,b,-6,c,b,2,c,1,yes,1
2,-6,3,0.05,2,5,0.67,d,c,0.67,a,7,a,b,2,b,1,yes,1
1,12,3,0.16,2,2,0.33,a,a,1.00,b,-2,c,b,1,b,1,yes,2
0,-8,3,0.15,1,2,0.00,b,a,1.00,a,-2,c,a,1,c,1,yes,1
2,-6,1,0.19,2,5,0.00,c,a,1.00,c,-5,c,a,3,c,1,yes,1
0,-6,1,0.08,2,5,0.33,c,a,1.00,a,30,c,b,2,b,1,yes,1
1,6,3,0.14,1,5,0.33,b,a,1.00,a,-7,c,a,1,c,1,yes,1
1,18,1,0.43,2,3,0.67,b,a,0.33,d,-8,c,b,2,d,1,yes,2
0,3,1,0.17,2,5,0.00,c,a,1.00,c,3,c,b,1,d,1,yes,1
0,6,1,0.11,3,5,1.00,c,a,1.00,b,19,a,b,2,c,1,yes,1
3,-6,1,0.07,4,1,0.33,c,a,1.00,d,33,a,c,3,a,1,yes,1
1,6,3,0.06,1,3,1.00,b,a,1.00,a,-8,c,a,1,c,1,yes,2
0,18,1,0.18,2,4,1.00,c,a,1.00,c,4,c,b,2,c,1,yes,1
1,0,3,0.18,2,4,1.00,c,c,0.00,a,-8,c,b,1,c,1,yes,1
0,18,1,0.30,5,5,1.00,c,a,0.33,c,5,c,b,2,d,1,yes,1
2,0,3,0.20,2,1,0.33,b,a,1.00,c,34,c,b,1,c,1,yes,1
2,21,1,0.26,2,4,0.33,c,c,0.33,a,-8,c,b,2,c,1,yes,2
0,6,1,0.09,5,5,1.00,c,a,1.00,a,27,c,b,1,c,1,yes,1
2,-6,5,0.06,2,3,0.33,c,a,0.33,a,-2,c,b,1,b,1,yes,1
2,-6,3,0.03,3,2,1.00,b,a,0.33,b,-10,a,b,1,b,1,yes,2
2,2,3,0.34,1,1,0.00,a,a,1.00,a,27,c,b,1,d,1,yes,1
2,0,3,0.09,5,3,1.00,c,a,0.33,b,2,c,b,1,b,1,yes,1
0,4,3,0.13,4,5,0.67,c,a,1.00,c,7,c,b,1,c,1,yes,1
0,30,1,0.14,1,5,1.00,c,a,0.67,c,5,c,b,2,c,2,yes,1
2,30,2,0.33,2,5,1.00,c,a,1.00,d,17,c,c,1,c,1,yes,2
1,22,1,0.32,2,3,1.00,c,a,0.67,d,-6,a,b,1,c,1,yes,2
2,3,3,0.05,2,5,0.33,b,a,1.00,b,6,c,b,1,c,2,yes,2
0,6,3,0.33,1,5,0.67,c,a,1.00,c,8,c,b,1,d,2,yes,1
0,-12,1,0.05,1,3,0.00,d,a,0.33,b,-6,c,b,2,c,1,yes,1
3,6,3,0.15,2,5,0.67,a,a,1.00,d,18,c,c,1,c,1,yes,1
0,6,3,0.15,4,5,1.00,c,a,0.67,d,-1,c,a,1,c,1,yes,1
0,-9,3,0.11,3,2,0.33,b,a,1.00,b,-11,c,a,1,c,1,yes,1
1,0,3,0.40,1,5,0.00,c,a,1.00,b,18,c,c,1,c,2,yes,2
0,-6,1,0.06,2,2,0.33,b,a,1.00,b,-11,c,a,2,b,1,yes,1
0,6,2,0.03,1,5,1.00,d,a,1.00,c,21,c,b,2,c,1,yes,1
2,-9,3,0.07,1,2,1.00,c,a,0.33,a,2,c,b,1,a,1,yes,1
0,6,1,0.07,2,5,1.00,c,a,1.00,d,21,c,c,2,c,2,yes,1
2,0,1,0.09,2,5,0.67,b,c,1.00,a,15,a,a,2,b,1,yes,1
1,2,1,0.22,2,5,0.00,b,a,1.00,b,-9,c,b,2,c,1,yes,1
0,-6,1,0.04,1,5,1.00,c,a,1.00,c,2,c,b,2,c,1,yes,1
2,-6,3,0.40,1,1,0.00,b,a,0.33,a,-9,c,a,1,a,1,yes,1
1,18,3,0.50,2,4,0.33,c,a,0.00,c,-9,c,b,1,c,1,yes,2
2,-12,3,0.02,2,2,0.67,d,a,0.67,a,-7,c,b,1,b,1,no,1
0,-6,1,0.04,1,5,1.00,c,a,1.00,a,32,c,b,4,c,1,yes,1
2,24,4,0.50,2,1,0.00,c,a,0.33,d,22,a,c,1,d,1,yes,1
2,-3,5,0.08,2,2,0.33,b,a,0.00,a,-7,c,a,2,a,1,yes,2
2,-10,3,0.04,2,2,0.67,d,a,0.33,a,-7,c,b,1,c,1,yes,1
2,-12,3,0.01,2,4,0.67,d,c,0.67,a,-5,a,b,1,b,1,yes,1
1,18,1,0.52,2,4,1.00,c,a,1.00,c,-9,c,b,2,c,1,yes,2
1,30,3,0.15,2,3,0.67,c,a,1.00,c,21,c,b,1,c,1,yes,2
1,30,3,0.20,2,4,1.00,c,a,1.00,d,13,c,c,1,c,2,yes,2
2,18,2,0.40,2,3,0.33,b,a,0.33,b,21,c,a,1,c,1,yes,1
0,-12,3,0.06,4,3,0.00,a,a,1.00,a,29,c,b,1,c,1,yes,1
0,-12,1,0.07,2,4,0.00,b,a,0.33,c,-9,c,a,2,c,1,yes,1
1,18,3,0.86,2,1,0.33,a,b,0.67,c,10,c,b,1,d,1,yes,1
1,0,3,0.06,2,3,1.00,d,a,0.67,a,-7,a,b,1,c,1,yes,2
0,-6,3,0.05,2,3,0.67,d,a,0.33,a,-6,c,b,2,c,1,yes,1
3,-6,3,0.15,2,3,0.67,d,a,0.00,c,-9,c,b,1,c,1,yes,1
1,18,3,0.14,2,5,0.33,c,a,0.33,b,8,a,b,1,c,2,yes,2
1,-10,1,0.03,2,5,1.00,c,a,1.00,a,14,c,b,2,b,1,yes,1
0,0,1,0.19,2,2,0.67,a,a,0.33,c,2,c,b,2,d,1,yes,1
1,3,1,0.07,2,5,1.00,d,a,0.67,c,-3,c,b,2,c,1,yes,1
1,0,1,0.20,2,5,0.00,b,a,1.00,a,0,a,a,3,c,1,yes,2
0,0,5,0.22,2,3,0.33,c,a,0.33,c,3,b,b,2,c,2,yes,2
1,18,3,0.44,1,5,0.67,c,a,1.00,d,14,c,c,1,c,1,yes,2
2,30,2,0.35,1,3,1.00,c,a,1.00,d,5,c,c,1,c,2,yes,1
0,6,2,0.12,4,3,1.00,c,a,0.33,c,11,c,b,2,c,2,yes,1
1,0,3,0.05,2,2,1.00,b,a,0.67,c,-10,c,a,1,c,1,yes,2
1,27,5,0.64,2,5,0.33,c,a,1.00,c,-4,c,a,2,c,1,yes,2
2,6,3,0.27,1,5,0.33,b,a,1.00,c,9,c,b,1,c,1,yes,1
3,-3,3,0.11,2,2,0.33,b,a,0.67,a,-8,c,b,1,b,1,yes,2
1,-6,5,0.05,2,3,1.00,c,a,1.00,c,15,a,b,2,c,1,yes,2
0,-6,3,0.03,1,3,1.00,b,a,0.33,c,-12,c,b,1,c,1,yes,1
0,-14,3,0.02,2,2,0.00,b,a,0.67,a,-10,c,a,1,b,2,yes,1
1,6,1,0.15,2,5,1.00,c,a,1.00,b,30,c,b,2,c,1,yes,1
0,6,1,0.13,2,5,1.00,d,b,0.67,a,13,c,b,2,c,1,yes,1
1,18,3,0.27,2,4,1.00,c,a,0.33,b,-4,c,b,1,c,1,yes,2
0,3,2,0.15,2,3,0.67,c,a,0.33,a,-5,b,b,2,b,1,yes,1
0,0,3,0.09,2,2,1.00,b,a,1.00,a,-10,c,b,1,c,1,yes,2
0,6,4,0.07,2,4,1.00,c,a,1.00,c,17,a,b,1,c,1,yes,1
0,0,3,0.17,2,5,1.00,c,a,1.00,b,14,a,b,3,c,2,yes,1
2,3,3,0.21,1,4,0.33,c,a,0.67,c,2,c,b,1,c,1,yes,1
0,0,3,0.36,1,3,0.33,c,a,1.00,c,35,c,a,2,c,1,yes,2
0,6,3,0.05,2,2,1.00,d,a,0.33,a,-5,c,b,1,c,1,yes,1
1,-9,3,0.06,2,4,0.67,c,a,1.00,a,26,c,b,1,c,1,yes,1
1,-6,3,0.03,2,5,1.00,c,a,1.00,a,24,b,b,1,b,1,yes,2
